# BLASTN 2.14.1+
# Query: SI2.2.0_06267 Si_gnF.scaffold02592[1282609..1284114].pep_2
# Database: $PATH_PREFIX/sequenceserver/spec/database/v5/funky_ids/funky_ids.fa $PATH_PREFIX/sequenceserver/spec/database/v5/sample/genome/Solenopsis_invicta/Solenopsis_invicta_gnG_subset.fasta $PATH_PREFIX/sequenceserver/spec/database/v5/sample/transcripts/Solenopsis_invicta/Sinvicta2-2-3.cdna.subset.fasta
# Fields: query id, subject id, subject sci names, % query coverage per subject, % query coverage per hsp
# 1 hits found
SI2.2.0_03217	SI2.2.0_03217	N/A	100	100
# BLASTN 2.14.1+
# Query: SI2.2.0_05000 Si_gnF.scaffold04017[8473..9436].pep_2
# Database: $PATH_PREFIX/sequenceserver/spec/database/v5/funky_ids/funky_ids.fa $PATH_PREFIX/sequenceserver/spec/database/v5/sample/genome/Solenopsis_invicta/Solenopsis_invicta_gnG_subset.fasta $PATH_PREFIX/sequenceserver/spec/database/v5/sample/transcripts/Solenopsis_invicta/Sinvicta2-2-3.cdna.subset.fasta
# Fields: query id, subject id, subject sci names, % query coverage per subject, % query coverage per hsp
# 2 hits found
SI2.2.0_05000	SI2.2.0_05000	N/A	100	100
SI2.2.0_05000	ref|NW_011796848.1|	N/A	100	100
# BLASTN 2.14.1+
# Query: SI2.2.0_14266 Si_gnF.scaffold07837[1480027..1480908].pep_1
# Database: $PATH_PREFIX/sequenceserver/spec/database/v5/funky_ids/funky_ids.fa $PATH_PREFIX/sequenceserver/spec/database/v5/sample/genome/Solenopsis_invicta/Solenopsis_invicta_gnG_subset.fasta $PATH_PREFIX/sequenceserver/spec/database/v5/sample/transcripts/Solenopsis_invicta/Sinvicta2-2-3.cdna.subset.fasta
# Fields: query id, subject id, subject sci names, % query coverage per subject, % query coverage per hsp
# 1 hits found
SI2.2.0_14266	SI2.2.0_14266	N/A	100	100
# BLASTN 2.14.1+
# Query: SI2.2.0_09373 Si_gnF.scaffold01506[66371..68705].pep_1
# Database: $PATH_PREFIX/sequenceserver/spec/database/v5/funky_ids/funky_ids.fa $PATH_PREFIX/sequenceserver/spec/database/v5/sample/genome/Solenopsis_invicta/Solenopsis_invicta_gnG_subset.fasta $PATH_PREFIX/sequenceserver/spec/database/v5/sample/transcripts/Solenopsis_invicta/Sinvicta2-2-3.cdna.subset.fasta
# Fields: query id, subject id, subject sci names, % query coverage per subject, % query coverage per hsp
# 1 hits found
SI2.2.0_09373	SI2.2.0_09373	N/A	100	100
# BLAST processed 9 queries
# BLASTN 2.14.1+
# Query: SI2.2.0_02053 Si_gnF.scaffold05687[1127366..1127935].pep_1
# Database: $PATH_PREFIX/sequenceserver/spec/database/v5/funky_ids/funky_ids.fa $PATH_PREFIX/sequenceserver/spec/database/v5/sample/genome/Solenopsis_invicta/Solenopsis_invicta_gnG_subset.fasta $PATH_PREFIX/sequenceserver/spec/database/v5/sample/transcripts/Solenopsis_invicta/Sinvicta2-2-3.cdna.subset.fasta
# Fields: query id, subject id, subject sci names, % query coverage per subject, % query coverage per hsp
# 1 hits found
SI2.2.0_02053	SI2.2.0_02053	N/A	100	100
# BLASTN 2.14.1+
# Query: SI2.2.0_02835 Si_gnF.scaffold05856[20583..21595].pep_2
# Database: $PATH_PREFIX/sequenceserver/spec/database/v5/funky_ids/funky_ids.fa $PATH_PREFIX/sequenceserver/spec/database/v5/sample/genome/Solenopsis_invicta/Solenopsis_invicta_gnG_subset.fasta $PATH_PREFIX/sequenceserver/spec/database/v5/sample/transcripts/Solenopsis_invicta/Sinvicta2-2-3.cdna.subset.fasta
# Fields: query id, subject id, subject sci names, % query coverage per subject, % query coverage per hsp
# 1 hits found
SI2.2.0_02835	SI2.2.0_02835	N/A	100	100
# BLASTN 2.14.1+
# Query: SI2.2.0_14336 Si_gnF.scaffold07837[1580323..1582633].pep_2
# Database: $PATH_PREFIX/sequenceserver/spec/database/v5/funky_ids/funky_ids.fa $PATH_PREFIX/sequenceserver/spec/database/v5/sample/genome/Solenopsis_invicta/Solenopsis_invicta_gnG_subset.fasta $PATH_PREFIX/sequenceserver/spec/database/v5/sample/transcripts/Solenopsis_invicta/Sinvicta2-2-3.cdna.subset.fasta
# Fields: query id, subject id, subject sci names, % query coverage per subject, % query coverage per hsp
# 1 hits found
SI2.2.0_14336	SI2.2.0_14336	N/A	100	100
# BLASTN 2.14.1+
# Query: SI2.2.0_08352 Si_gnF.scaffold09394[1141..2230].pep_2
# Database: $PATH_PREFIX/sequenceserver/spec/database/v5/funky_ids/funky_ids.fa $PATH_PREFIX/sequenceserver/spec/database/v5/sample/genome/Solenopsis_invicta/Solenopsis_invicta_gnG_subset.fasta $PATH_PREFIX/sequenceserver/spec/database/v5/sample/transcripts/Solenopsis_invicta/Sinvicta2-2-3.cdna.subset.fasta
# Fields: query id, subject id, subject sci names, % query coverage per subject, % query coverage per hsp
# 1 hits found
SI2.2.0_08352	SI2.2.0_08352	N/A	100	100
# BLASTN 2.14.1+
# Query: SI2.2.0_06508 Si_gnF.scaffold10503[45957..46812].pep_1
# Database: $PATH_PREFIX/sequenceserver/spec/database/v5/funky_ids/funky_ids.fa $PATH_PREFIX/sequenceserver/spec/database/v5/sample/genome/Solenopsis_invicta/Solenopsis_invicta_gnG_subset.fasta $PATH_PREFIX/sequenceserver/spec/database/v5/sample/transcripts/Solenopsis_invicta/Sinvicta2-2-3.cdna.subset.fasta
# Fields: query id, subject id, subject sci names, % query coverage per subject, % query coverage per hsp
# 3 hits found
SI2.2.0_06508	SI2.2.0_06508	N/A	100	100
SI2.2.0_06508	SI2.2.0_02677	N/A	34	34
SI2.2.0_06508	SI2.2.0_06897	N/A	35	35
# BLASTN 2.14.1+
# Query: SI2.2.0_03649 Si_gnF.scaffold02655[120309..123019].pep_2
# Database: $PATH_PREFIX/sequenceserver/spec/database/v5/funky_ids/funky_ids.fa $PATH_PREFIX/sequenceserver/spec/database/v5/sample/genome/Solenopsis_invicta/Solenopsis_invicta_gnG_subset.fasta $PATH_PREFIX/sequenceserver/spec/database/v5/sample/transcripts/Solenopsis_invicta/Sinvicta2-2-3.cdna.subset.fasta
# Fields: query id, subject id, subject sci names, % query coverage per subject, % query coverage per hsp
# 1 hits found
SI2.2.0_03649	SI2.2.0_03649	N/A	100	100
# BLASTN 2.14.1+
# Query: SI2.2.0_10338 Si_gnF.scaffold04864[1032..1425].pep_2
# Database: $PATH_PREFIX/sequenceserver/spec/database/v5/funky_ids/funky_ids.fa $PATH_PREFIX/sequenceserver/spec/database/v5/sample/genome/Solenopsis_invicta/Solenopsis_invicta_gnG_subset.fasta $PATH_PREFIX/sequenceserver/spec/database/v5/sample/transcripts/Solenopsis_invicta/Sinvicta2-2-3.cdna.subset.fasta
# Fields: query id, subject id, subject sci names, % query coverage per subject, % query coverage per hsp
# 1 hits found
SI2.2.0_10338	SI2.2.0_10338	N/A	100	100
# BLASTN 2.14.1+
# Query: SI2.2.0_09171 Si_gnF.scaffold07124[99888..100956].pep_1
# Database: $PATH_PREFIX/sequenceserver/spec/database/v5/funky_ids/funky_ids.fa $PATH_PREFIX/sequenceserver/spec/database/v5/sample/genome/Solenopsis_invicta/Solenopsis_invicta_gnG_subset.fasta $PATH_PREFIX/sequenceserver/spec/database/v5/sample/transcripts/Solenopsis_invicta/Sinvicta2-2-3.cdna.subset.fasta
# Fields: query id, subject id, subject sci names, % query coverage per subject, % query coverage per hsp
# 1 hits found
SI2.2.0_09171	SI2.2.0_09171	N/A	100	100
# BLASTN 2.14.1+
# Query: SI2.2.0_06285 Si_gnF.scaffold02694[1309037..1309981].pep_1
# Database: $PATH_PREFIX/sequenceserver/spec/database/v5/funky_ids/funky_ids.fa $PATH_PREFIX/sequenceserver/spec/database/v5/sample/genome/Solenopsis_invicta/Solenopsis_invicta_gnG_subset.fasta $PATH_PREFIX/sequenceserver/spec/database/v5/sample/transcripts/Solenopsis_invicta/Sinvicta2-2-3.cdna.subset.fasta
# Fields: query id, subject id, subject sci names, % query coverage per subject, % query coverage per hsp
# 4 hits found
SI2.2.0_06285	SI2.2.0_06285	N/A	100	100
SI2.2.0_06285	ref|NW_011796848.1|	N/A	100	55
SI2.2.0_06285	ref|NW_011796848.1|	N/A	100	23
SI2.2.0_06285	ref|NW_011796848.1|	N/A	100	22
# BLASTN 2.14.1+
# Query: SI2.2.0_02651 Si_gnF.scaffold01722[932834..938174].pep_2
# Database: $PATH_PREFIX/sequenceserver/spec/database/v5/funky_ids/funky_ids.fa $PATH_PREFIX/sequenceserver/spec/database/v5/sample/genome/Solenopsis_invicta/Solenopsis_invicta_gnG_subset.fasta $PATH_PREFIX/sequenceserver/spec/database/v5/sample/transcripts/Solenopsis_invicta/Sinvicta2-2-3.cdna.subset.fasta
# Fields: query id, subject id, subject sci names, % query coverage per subject, % query coverage per hsp
# 1 hits found
SI2.2.0_02651	SI2.2.0_02651	N/A	100	100
# BLASTN 2.14.1+
# Query: SI2.2.0_04435 Si_gnF.scaffold10421[41530..42416].pep_2
# Database: $PATH_PREFIX/sequenceserver/spec/database/v5/funky_ids/funky_ids.fa $PATH_PREFIX/sequenceserver/spec/database/v5/sample/genome/Solenopsis_invicta/Solenopsis_invicta_gnG_subset.fasta $PATH_PREFIX/sequenceserver/spec/database/v5/sample/transcripts/Solenopsis_invicta/Sinvicta2-2-3.cdna.subset.fasta
# Fields: query id, subject id, subject sci names, % query coverage per subject, % query coverage per hsp
# 1 hits found
SI2.2.0_04435	SI2.2.0_04435	N/A	100	100
# BLASTN 2.14.1+
# Query: SI2.2.0_05556 Si_gnF.scaffold00779[264713..264971].pep_2
# Database: $PATH_PREFIX/sequenceserver/spec/database/v5/funky_ids/funky_ids.fa $PATH_PREFIX/sequenceserver/spec/database/v5/sample/genome/Solenopsis_invicta/Solenopsis_invicta_gnG_subset.fasta $PATH_PREFIX/sequenceserver/spec/database/v5/sample/transcripts/Solenopsis_invicta/Sinvicta2-2-3.cdna.subset.fasta
# Fields: query id, subject id, subject sci names, % query coverage per subject, % query coverage per hsp
# 2 hits found
SI2.2.0_05556	ref|NW_011794933.1|	N/A	100	100
SI2.2.0_05556	SI2.2.0_05556	N/A	100	100
# BLASTN 2.14.1+
# Query: SI2.2.0_07752 Si_gnF.scaffold06506[201480..202104].pep_2
# Database: $PATH_PREFIX/sequenceserver/spec/database/v5/funky_ids/funky_ids.fa $PATH_PREFIX/sequenceserver/spec/database/v5/sample/genome/Solenopsis_invicta/Solenopsis_invicta_gnG_subset.fasta $PATH_PREFIX/sequenceserver/spec/database/v5/sample/transcripts/Solenopsis_invicta/Sinvicta2-2-3.cdna.subset.fasta
# Fields: query id, subject id, subject sci names, % query coverage per subject, % query coverage per hsp
# 1 hits found
SI2.2.0_07752	SI2.2.0_07752	N/A	100	100
# BLASTN 2.14.1+
# Query: SI2.2.0_80227 Si_gnF.scaffold06890[828010..828943].pep_2
# Database: $PATH_PREFIX/sequenceserver/spec/database/v5/funky_ids/funky_ids.fa $PATH_PREFIX/sequenceserver/spec/database/v5/sample/genome/Solenopsis_invicta/Solenopsis_invicta_gnG_subset.fasta $PATH_PREFIX/sequenceserver/spec/database/v5/sample/transcripts/Solenopsis_invicta/Sinvicta2-2-3.cdna.subset.fasta
# Fields: query id, subject id, subject sci names, % query coverage per subject, % query coverage per hsp
# 1 hits found
SI2.2.0_80227	SI2.2.0_80227	N/A	100	100
# BLASTN 2.14.1+
# Query: SI2.2.0_03639 Si_gnF.scaffold06875[69..1020].pep_2
# Database: $PATH_PREFIX/sequenceserver/spec/database/v5/funky_ids/funky_ids.fa $PATH_PREFIX/sequenceserver/spec/database/v5/sample/genome/Solenopsis_invicta/Solenopsis_invicta_gnG_subset.fasta $PATH_PREFIX/sequenceserver/spec/database/v5/sample/transcripts/Solenopsis_invicta/Sinvicta2-2-3.cdna.subset.fasta
# Fields: query id, subject id, subject sci names, % query coverage per subject, % query coverage per hsp
# 1 hits found
SI2.2.0_03639	SI2.2.0_03639	N/A	100	100
# BLASTN 2.14.1+
# Query: SI2.2.0_06574 Si_gnF.scaffold00805[396602..397854].pep_1
# Database: $PATH_PREFIX/sequenceserver/spec/database/v5/funky_ids/funky_ids.fa $PATH_PREFIX/sequenceserver/spec/database/v5/sample/genome/Solenopsis_invicta/Solenopsis_invicta_gnG_subset.fasta $PATH_PREFIX/sequenceserver/spec/database/v5/sample/transcripts/Solenopsis_invicta/Sinvicta2-2-3.cdna.subset.fasta
# Fields: query id, subject id, subject sci names, % query coverage per subject, % query coverage per hsp
# 1 hits found
SI2.2.0_06574	SI2.2.0_06574	N/A	100	100
# BLASTN 2.14.1+
# Query: SI2.2.0_05918 Si_gnF.scaffold03918[536..1895].pep_2
# Database: $PATH_PREFIX/sequenceserver/spec/database/v5/funky_ids/funky_ids.fa $PATH_PREFIX/sequenceserver/spec/database/v5/sample/genome/Solenopsis_invicta/Solenopsis_invicta_gnG_subset.fasta $PATH_PREFIX/sequenceserver/spec/database/v5/sample/transcripts/Solenopsis_invicta/Sinvicta2-2-3.cdna.subset.fasta
# Fields: query id, subject id, subject sci names, % query coverage per subject, % query coverage per hsp
# 1 hits found
SI2.2.0_05918	SI2.2.0_05918	N/A	100	100
# BLASTN 2.14.1+
# Query: SI2.2.0_11719 Si_gnF.scaffold10407[151167..151581].pep_2
# Database: $PATH_PREFIX/sequenceserver/spec/database/v5/funky_ids/funky_ids.fa $PATH_PREFIX/sequenceserver/spec/database/v5/sample/genome/Solenopsis_invicta/Solenopsis_invicta_gnG_subset.fasta $PATH_PREFIX/sequenceserver/spec/database/v5/sample/transcripts/Solenopsis_invicta/Sinvicta2-2-3.cdna.subset.fasta
# Fields: query id, subject id, subject sci names, % query coverage per subject, % query coverage per hsp
# 1 hits found
SI2.2.0_11719	SI2.2.0_11719	N/A	100	100
# BLASTN 2.14.1+
# Query: SI2.2.0_02806 Si_gnF.scaffold10535[2353440..2360510].pep_2
# Database: $PATH_PREFIX/sequenceserver/spec/database/v5/funky_ids/funky_ids.fa $PATH_PREFIX/sequenceserver/spec/database/v5/sample/genome/Solenopsis_invicta/Solenopsis_invicta_gnG_subset.fasta $PATH_PREFIX/sequenceserver/spec/database/v5/sample/transcripts/Solenopsis_invicta/Sinvicta2-2-3.cdna.subset.fasta
# Fields: query id, subject id, subject sci names, % query coverage per subject, % query coverage per hsp
# 14 hits found
SI2.2.0_02806	SI2.2.0_02806	N/A	100	100
SI2.2.0_02806	ref|NW_011804688.1|	N/A	100	30
SI2.2.0_02806	ref|NW_011804688.1|	N/A	100	19
SI2.2.0_02806	ref|NW_011804688.1|	N/A	100	17
SI2.2.0_02806	ref|NW_011804688.1|	N/A	100	13
SI2.2.0_02806	ref|NW_011804688.1|	N/A	100	12
SI2.2.0_02806	ref|NW_011804688.1|	N/A	100	8
SI2.2.0_02806	ref|NW_011804688.1|	N/A	100	19
SI2.2.0_02806	ref|NW_011804688.1|	N/A	100	12
SI2.2.0_02806	ref|NW_011804688.1|	N/A	100	3
SI2.2.0_02806	ref|NW_011804688.1|	N/A	100	1
SI2.2.0_02806	SI2.2.0_02565	N/A	72	52
SI2.2.0_02806	SI2.2.0_02565	N/A	72	20
SI2.2.0_02806	SI2.2.0_16166	N/A	5	5
# BLASTN 2.14.1+
# Query: SI2.2.0_07694 Si_gnF.scaffold03491[843..1523].pep_1
# Database: $PATH_PREFIX/sequenceserver/spec/database/v5/funky_ids/funky_ids.fa $PATH_PREFIX/sequenceserver/spec/database/v5/sample/genome/Solenopsis_invicta/Solenopsis_invicta_gnG_subset.fasta $PATH_PREFIX/sequenceserver/spec/database/v5/sample/transcripts/Solenopsis_invicta/Sinvicta2-2-3.cdna.subset.fasta
# Fields: query id, subject id, subject sci names, % query coverage per subject, % query coverage per hsp
# 1 hits found
SI2.2.0_07694	SI2.2.0_07694	N/A	100	100
# BLASTN 2.14.1+
# Query: SI2.2.0_10665 Si_gnF.scaffold05901[457854..458453].pep_2
# Database: $PATH_PREFIX/sequenceserver/spec/database/v5/funky_ids/funky_ids.fa $PATH_PREFIX/sequenceserver/spec/database/v5/sample/genome/Solenopsis_invicta/Solenopsis_invicta_gnG_subset.fasta $PATH_PREFIX/sequenceserver/spec/database/v5/sample/transcripts/Solenopsis_invicta/Sinvicta2-2-3.cdna.subset.fasta
# Fields: query id, subject id, subject sci names, % query coverage per subject, % query coverage per hsp
# 1 hits found
SI2.2.0_10665	SI2.2.0_10665	N/A	100	100
# BLASTN 2.14.1+
# Query: SI2.2.0_07412 Si_gnF.scaffold07919[95275..95506].pep_2
# Database: $PATH_PREFIX/sequenceserver/spec/database/v5/funky_ids/funky_ids.fa $PATH_PREFIX/sequenceserver/spec/database/v5/sample/genome/Solenopsis_invicta/Solenopsis_invicta_gnG_subset.fasta $PATH_PREFIX/sequenceserver/spec/database/v5/sample/transcripts/Solenopsis_invicta/Sinvicta2-2-3.cdna.subset.fasta
# Fields: query id, subject id, subject sci names, % query coverage per subject, % query coverage per hsp
# 1 hits found
SI2.2.0_07412	SI2.2.0_07412	N/A	100	100
# BLASTN 2.14.1+
# Query: SI2.2.0_10384 Si_gnF.scaffold02173[322940..326062].pep_1
# Database: $PATH_PREFIX/sequenceserver/spec/database/v5/funky_ids/funky_ids.fa $PATH_PREFIX/sequenceserver/spec/database/v5/sample/genome/Solenopsis_invicta/Solenopsis_invicta_gnG_subset.fasta $PATH_PREFIX/sequenceserver/spec/database/v5/sample/transcripts/Solenopsis_invicta/Sinvicta2-2-3.cdna.subset.fasta
# Fields: query id, subject id, subject sci names, % query coverage per subject, % query coverage per hsp
# 1 hits found
SI2.2.0_10384	SI2.2.0_10384	N/A	100	100
# BLASTN 2.14.1+
# Query: SI2.2.0_08274 Si_gnF.scaffold06989[3829..4186].pep_1
# Database: $PATH_PREFIX/sequenceserver/spec/database/v5/funky_ids/funky_ids.fa $PATH_PREFIX/sequenceserver/spec/database/v5/sample/genome/Solenopsis_invicta/Solenopsis_invicta_gnG_subset.fasta $PATH_PREFIX/sequenceserver/spec/database/v5/sample/transcripts/Solenopsis_invicta/Sinvicta2-2-3.cdna.subset.fasta
# Fields: query id, subject id, subject sci names, % query coverage per subject, % query coverage per hsp
# 1 hits found
SI2.2.0_08274	SI2.2.0_08274	N/A	100	100
# BLASTN 2.14.1+
# Query: SI2.2.0_11745 Si_gnF.scaffold02974[309463..309691].pep_1
# Database: $PATH_PREFIX/sequenceserver/spec/database/v5/funky_ids/funky_ids.fa $PATH_PREFIX/sequenceserver/spec/database/v5/sample/genome/Solenopsis_invicta/Solenopsis_invicta_gnG_subset.fasta $PATH_PREFIX/sequenceserver/spec/database/v5/sample/transcripts/Solenopsis_invicta/Sinvicta2-2-3.cdna.subset.fasta
# Fields: query id, subject id, subject sci names, % query coverage per subject, % query coverage per hsp
# 1 hits found
SI2.2.0_11745	SI2.2.0_11745	N/A	100	100
# BLASTN 2.14.1+
# Query: SI2.2.0_11034 Si_gnF.scaffold08376[9224..10175].pep_2
# Database: $PATH_PREFIX/sequenceserver/spec/database/v5/funky_ids/funky_ids.fa $PATH_PREFIX/sequenceserver/spec/database/v5/sample/genome/Solenopsis_invicta/Solenopsis_invicta_gnG_subset.fasta $PATH_PREFIX/sequenceserver/spec/database/v5/sample/transcripts/Solenopsis_invicta/Sinvicta2-2-3.cdna.subset.fasta
# Fields: query id, subject id, subject sci names, % query coverage per subject, % query coverage per hsp
# 2 hits found
SI2.2.0_11034	SI2.2.0_11034	N/A	100	100
SI2.2.0_11034	ref|NW_011796848.1|	N/A	25	25
# BLASTN 2.14.1+
# Query: SI2.2.0_06704 Si_gnF.scaffold07337[1292..1661].pep_2
# Database: $PATH_PREFIX/sequenceserver/spec/database/v5/funky_ids/funky_ids.fa $PATH_PREFIX/sequenceserver/spec/database/v5/sample/genome/Solenopsis_invicta/Solenopsis_invicta_gnG_subset.fasta $PATH_PREFIX/sequenceserver/spec/database/v5/sample/transcripts/Solenopsis_invicta/Sinvicta2-2-3.cdna.subset.fasta
# Fields: query id, subject id, subject sci names, % query coverage per subject, % query coverage per hsp
# 1 hits found
SI2.2.0_06704	SI2.2.0_06704	N/A	100	100
# BLASTN 2.14.1+
# Query: SI2.2.0_05502 Si_gnF.scaffold08151[827..1331].pep_1
# Database: $PATH_PREFIX/sequenceserver/spec/database/v5/funky_ids/funky_ids.fa $PATH_PREFIX/sequenceserver/spec/database/v5/sample/genome/Solenopsis_invicta/Solenopsis_invicta_gnG_subset.fasta $PATH_PREFIX/sequenceserver/spec/database/v5/sample/transcripts/Solenopsis_invicta/Sinvicta2-2-3.cdna.subset.fasta
# Fields: query id, subject id, subject sci names, % query coverage per subject, % query coverage per hsp
# 1 hits found
SI2.2.0_05502	SI2.2.0_05502	N/A	100	100
# BLASTN 2.14.1+
# Query: SI2.2.0_00417 Si_gnF.scaffold06858[1462..2605].pep_1
# Database: $PATH_PREFIX/sequenceserver/spec/database/v5/funky_ids/funky_ids.fa $PATH_PREFIX/sequenceserver/spec/database/v5/sample/genome/Solenopsis_invicta/Solenopsis_invicta_gnG_subset.fasta $PATH_PREFIX/sequenceserver/spec/database/v5/sample/transcripts/Solenopsis_invicta/Sinvicta2-2-3.cdna.subset.fasta
# Fields: query id, subject id, subject sci names, % query coverage per subject, % query coverage per hsp
# 1 hits found
SI2.2.0_00417	SI2.2.0_00417	N/A	100	100
# BLASTN 2.14.1+
# Query: SI2.2.0_08870 Si_gnF.scaffold10451[426020..426711].pep_1
# Database: $PATH_PREFIX/sequenceserver/spec/database/v5/funky_ids/funky_ids.fa $PATH_PREFIX/sequenceserver/spec/database/v5/sample/genome/Solenopsis_invicta/Solenopsis_invicta_gnG_subset.fasta $PATH_PREFIX/sequenceserver/spec/database/v5/sample/transcripts/Solenopsis_invicta/Sinvicta2-2-3.cdna.subset.fasta
# Fields: query id, subject id, subject sci names, % query coverage per subject, % query coverage per hsp
# 1 hits found
SI2.2.0_08870	SI2.2.0_08870	N/A	100	100
# BLASTN 2.14.1+
# Query: SI2.2.0_02565 Si_gnF.scaffold10535[2342913..2350141].pep_2
# Database: $PATH_PREFIX/sequenceserver/spec/database/v5/funky_ids/funky_ids.fa $PATH_PREFIX/sequenceserver/spec/database/v5/sample/genome/Solenopsis_invicta/Solenopsis_invicta_gnG_subset.fasta $PATH_PREFIX/sequenceserver/spec/database/v5/sample/transcripts/Solenopsis_invicta/Sinvicta2-2-3.cdna.subset.fasta
# Fields: query id, subject id, subject sci names, % query coverage per subject, % query coverage per hsp
# 16 hits found
SI2.2.0_02565	SI2.2.0_02565	N/A	100	100
SI2.2.0_02565	ref|NW_011804688.1|	N/A	100	29
SI2.2.0_02565	ref|NW_011804688.1|	N/A	100	20
SI2.2.0_02565	ref|NW_011804688.1|	N/A	100	17
SI2.2.0_02565	ref|NW_011804688.1|	N/A	100	14
SI2.2.0_02565	ref|NW_011804688.1|	N/A	100	13
SI2.2.0_02565	ref|NW_011804688.1|	N/A	100	8
SI2.2.0_02565	ref|NW_011804688.1|	N/A	100	20
SI2.2.0_02565	ref|NW_011804688.1|	N/A	100	12
SI2.2.0_02565	ref|NW_011804688.1|	N/A	100	3
SI2.2.0_02565	ref|NW_011804688.1|	N/A	100	5
SI2.2.0_02565	ref|NW_011804688.1|	N/A	100	1
SI2.2.0_02565	SI2.2.0_02806	N/A	74	54
SI2.2.0_02565	SI2.2.0_02806	N/A	74	20
SI2.2.0_02565	SI2.2.0_16166	N/A	8	3
SI2.2.0_02565	SI2.2.0_16166	N/A	8	5
# BLASTN 2.14.1+
# Query: SI2.2.0_01189 Si_gnF.scaffold05164[18066..19215].pep_1
# Database: $PATH_PREFIX/sequenceserver/spec/database/v5/funky_ids/funky_ids.fa $PATH_PREFIX/sequenceserver/spec/database/v5/sample/genome/Solenopsis_invicta/Solenopsis_invicta_gnG_subset.fasta $PATH_PREFIX/sequenceserver/spec/database/v5/sample/transcripts/Solenopsis_invicta/Sinvicta2-2-3.cdna.subset.fasta
